municipio,departamento,pobreza,acceso_internet,empleo_tech
Municipio_597,Magdalena,39.417,56.944,285
Municipio_598,Magdalena,35.836,69.235,592
Municipio_599,La Guajira,40.785,26.553,557
Municipio_600,Magdalena,34.522,58.785,619
Municipio_601,Magdalena,43.768,67.257,50
Municipio_602,Magdalena,46.521,31.776,669
Municipio_603,Magdalena,32.243,73.252,1496
Municipio_604,Atlántico,31.814,65.251,476
Municipio_605,La Guajira,33.656,60.659,669
Municipio_606,Atlántico,28.439,68.472,600
Municipio_607,Cesar,13.212,85.725,816
Municipio_608,La Guajira,29.112,68.479,642
Municipio_609,Cesar,39.439,77.806,1080
Municipio_610,Atlántico,29.793,78.467,893
Municipio_611,Magdalena,34.783,74.29,932
Municipio_612,Atlántico,45.989,48.616,454
Municipio_613,La Guajira,47.207,43.392,912
Municipio_614,La Guajira,32.863,46.402,452
Municipio_615,Magdalena,63.931,62.515,254
Municipio_616,La Guajira,26.694,59.089,531
Municipio_617,Magdalena,43.297,63.823,841
Municipio_618,Cesar,43.072,52.643,378
Municipio_619,Cesar,31.234,57.348,450
Municipio_620,La Guajira,29.418,27.915,384
Municipio_621,Magdalena,34.345,60.133,95
Municipio_622,Atlántico,31.514,27.565,529
Municipio_623,La Guajira,25.199,33.457,221
Municipio_624,Cesar,39.944,43.897,527
Municipio_625,Magdalena,29.343,95,1214
Municipio_626,Magdalena,63.787,41.35,655
Municipio_627,Atlántico,24.344,90.534,506
Municipio_628,Magdalena,62.723,53.282,429
Municipio_629,Atlántico,31.857,35.827,193
Municipio_630,Cesar,37.968,95,893
Municipio_631,Atlántico,10,46.595,567
Municipio_632,Magdalena,32.503,68.099,656
Municipio_633,Magdalena,48.854,42.972,50
Municipio_634,Magdalena,34.631,61.48,128
Municipio_635,Cesar,43.8,54.215,542
Municipio_636,Atlántico,42.26,65.28,986
Municipio_637,La Guajira,54.1,30.409,533
Municipio_638,Magdalena,52.619,59.667,475
Municipio_639,La Guajira,21.296,95,263
Municipio_640,Magdalena,42.619,52.619,235
Municipio_641,Magdalena,35.984,57.091,169
Municipio_642,Cesar,39.351,49.216,862
Municipio_643,Cesar,48.917,37.203,445
Municipio_644,Atlántico,31.44,56.093,322
Municipio_645,Magdalena,43.186,38.962,101
Municipio_646,Cesar,36.246,84.68,334
Municipio_647,Atlántico,43.189,47.844,689
Municipio_648,Magdalena,10,95,390
Municipio_649,Cesar,44.637,48.692,336
Municipio_650,Atlántico,44.644,73.413,644
Municipio_651,Cesar,51.332,39.598,132
Municipio_652,Magdalena,37.288,46.267,601
Municipio_653,Cesar,29.628,83.257,876
Municipio_654,La Guajira,33.24,20.053,370
Municipio_655,Atlántico,42.856,57.651,623
Municipio_656,Magdalena,33.185,69.644,73
Municipio_657,Cesar,48.66,51.728,488
Municipio_658,Cesar,59.398,45.898,373
Municipio_659,Cesar,26.568,51.685,1048
Municipio_660,Cesar,50.955,62.801,836
Municipio_661,Atlántico,42.188,78.357,1125
Municipio_662,Atlántico,53.541,41.217,672
Municipio_663,Magdalena,56.38,52.302,589
Municipio_664,Magdalena,53.405,45.621,928
Municipio_665,Cesar,36.917,48.898,854
Municipio_666,Magdalena,40.695,42.812,740
Municipio_667,La Guajira,43.786,54.285,826
Municipio_668,Cesar,37.735,54.068,889
Municipio_669,La Guajira,19.483,46.226,785
Municipio_670,Magdalena,64.003,48.794,717
Municipio_671,Atlántico,40.233,67.671,115
Municipio_672,La Guajira,32.708,63.338,328
Municipio_673,La Guajira,24.602,80.138,839
Municipio_674,Cesar,48.469,60.196,453
Municipio_675,Atlántico,22.589,95,475
Municipio_676,Cesar,31.323,67.53,449
Municipio_677,Atlántico,51.988,21.226,349
Municipio_678,Cesar,57.746,16,542
Municipio_679,La Guajira,31.731,69.282,649
Municipio_680,Cesar,43.765,39.32,515
Municipio_681,Atlántico,35.525,50.437,1052
Municipio_682,La Guajira,22.818,88.904,692
Municipio_683,Magdalena,41.916,55.814,414
Municipio_684,La Guajira,36.461,70.255,1079
Municipio_685,Magdalena,43.353,52.736,1015
Municipio_686,Cesar,36.213,51.385,563
Municipio_687,Magdalena,30.956,27.765,394
Municipio_688,Cesar,25.1,47.794,774
Municipio_689,Atlántico,34.319,62.248,50
Municipio_690,Cesar,39.281,60.934,817
Municipio_691,Cesar,38.897,95,419
Municipio_692,Atlántico,20.062,58.872,297
Municipio_693,La Guajira,31.095,47.93,699
Municipio_694,Cesar,46.972,29.755,218
Municipio_695,La Guajira,33.708,71.218,389
Municipio_696,La Guajira,23.777,93.13,703
Municipio_697,La Guajira,39.795,54.579,809
Municipio_698,La Guajira,27.8,86.459,218
Municipio_699,Atlántico,50.889,71.898,568
Municipio_700,La Guajira,49.052,62.763,349
Municipio_701,La Guajira,53.324,31.998,395
Municipio_702,Atlántico,30.414,61.014,431
Municipio_703,La Guajira,27.606,67.869,1015
Municipio_704,Magdalena,25.77,63,743
Municipio_705,Cesar,44.297,83.642,1073
Municipio_706,Magdalena,30.997,59.318,825
Municipio_707,Cesar,34.211,76.185,685
Municipio_708,La Guajira,47.642,43.174,711
Municipio_709,La Guajira,38.4,53.966,646
Municipio_710,La Guajira,22.765,84.855,835
Municipio_711,Cesar,35.919,48.655,773
Municipio_712,Cesar,23.525,45.694,140
Municipio_713,Atlántico,49.113,46.764,1036
Municipio_714,Cesar,31.297,43.772,765
Municipio_715,Magdalena,19.723,65.239,666
Municipio_716,Cesar,56.933,45.712,531
Municipio_717,Atlántico,57.929,51.05,551
Municipio_718,Cesar,52.043,36.089,352
Municipio_719,Atlántico,36.823,47.024,619
Municipio_720,Atlántico,56.185,63.225,290
Municipio_721,La Guajira,29.057,51.859,413
Municipio_722,Magdalena,10,53.735,542
Municipio_723,Cesar,47.513,34.246,347
Municipio_724,La Guajira,42.224,72.927,689
Municipio_725,Atlántico,36.573,32.325,433
Municipio_726,Cesar,28.526,86.954,524
Municipio_727,La Guajira,37.195,52.727,699
Municipio_728,Magdalena,23.461,95,1340
Municipio_729,La Guajira,41.615,46.818,612
Municipio_730,Atlántico,58.43,54.211,313
Municipio_731,Atlántico,33.019,41.036,544
Municipio_732,Cesar,41.299,59.809,578
Municipio_733,Atlántico,51.973,16.006,35
Municipio_734,Cesar,42.69,82.884,540
Municipio_735,La Guajira,34.728,57.907,511
Municipio_736,La Guajira,34.96,81.718,741
Municipio_737,Atlántico,39.593,60.155,461
Municipio_738,Magdalena,38.753,36.53,188
Municipio_739,La Guajira,41.37,74.925,1222
Municipio_740,Magdalena,33.954,85.363,1138
Municipio_741,La Guajira,17.663,56.789,623
Municipio_742,Atlántico,28.459,68.565,696
Municipio_743,Atlántico,39.252,78.143,1028
Municipio_744,Atlántico,19.963,49.816,726
Municipio_745,Cesar,52.59,30.31,566
Municipio_746,Atlántico,14.487,59.999,952
Municipio_747,Magdalena,35.439,46.3,50
Municipio_748,La Guajira,27.102,44.5,830
Municipio_749,La Guajira,23.373,81.396,701
Municipio_750,La Guajira,36.326,52.747,363
Municipio_751,Atlántico,25.9,53.956,233
Municipio_752,Magdalena,35.663,95,1112
Municipio_753,Cesar,57.545,50.18,416
Municipio_754,La Guajira,43.691,39.155,719
Municipio_755,Atlántico,38.166,41.574,247
Municipio_756,La Guajira,28.552,53.471,332
Municipio_757,La Guajira,38.345,53.469,323
Municipio_758,Cesar,57.445,58.889,420
Municipio_759,Atlántico,24.421,86.714,230
Municipio_760,Magdalena,55.23,28.884,241
Municipio_761,Magdalena,42.576,34.077,420
Municipio_762,Atlántico,52.865,25.085,566
Municipio_763,Atlántico,60.51,68.307,896
Municipio_764,Atlántico,53.66,62.285,440
Municipio_765,Cesar,24.464,95,823
Municipio_766,Cesar,47.363,28.306,310
Municipio_767,Magdalena,39.312,56.616,294
Municipio_768,Cesar,33.657,47.041,822
Municipio_769,La Guajira,43.252,42.348,752
Municipio_770,Atlántico,32.756,81.279,477
Municipio_771,Magdalena,48.078,51.898,944
Municipio_772,Cesar,29.544,50.815,583
Municipio_773,Magdalena,59.479,65.337,299
Municipio_774,Atlántico,25.67,53.521,602
Municipio_775,La Guajira,18.217,61.736,612
Municipio_776,La Guajira,35.353,61.874,611
Municipio_777,Atlántico,29.571,92.646,541
Municipio_778,Magdalena,42.128,59.172,535
Municipio_779,Atlántico,37.587,63.746,50
Municipio_780,La Guajira,34.343,72.196,915
Municipio_781,La Guajira,32.15,48.726,514
Municipio_782,Cesar,47.258,28.24,372
Municipio_783,Cesar,45.772,56.408,185
Municipio_784,Magdalena,32.975,60.027,492
Municipio_785,Atlántico,37.247,63.123,422
Municipio_786,La Guajira,34.368,95,597
Municipio_787,Atlántico,36.294,39.987,625
Municipio_788,La Guajira,32.605,65.422,440
Municipio_789,Atlántico,23.671,85.302,593
Municipio_790,Cesar,44.477,62.914,710
Municipio_791,La Guajira,31.105,56.992,529
Municipio_792,Magdalena,55.386,51.736,604
Municipio_793,Magdalena,34.847,46.372,922
Municipio_794,Cesar,63.037,17.651,186
Municipio_795,Atlántico,68.133,42.668,99
Municipio_796,Cesar,42.232,51.572,390
Municipio_797,Atlántico,39.372,63.427,809
Municipio_798,La Guajira,22.412,44.46,650
Municipio_799,La Guajira,33.759,36.495,307
Municipio_800,Magdalena,49.104,46.962,405
Municipio_801,Magdalena,21.272,80.145,711
Municipio_802,Cesar,43.63,32.648,487
Municipio_803,La Guajira,46.809,56.52,397
Municipio_804,Magdalena,64.54,51.819,269
Municipio_805,Magdalena,53.917,52.467,668
Municipio_806,Atlántico,23.941,67.172,187
Municipio_807,La Guajira,12.509,87.729,598
Municipio_808,La Guajira,33.181,59.136,732
Municipio_809,La Guajira,22.938,78.126,649
Municipio_810,Magdalena,35.182,41.414,183
Municipio_811,La Guajira,38.041,86.184,411
Municipio_812,Magdalena,21.015,57.619,1390
Municipio_813,Magdalena,18.203,58.971,275
Municipio_814,Magdalena,30.149,64.776,807
Municipio_815,La Guajira,21.942,56.032,358
Municipio_816,Magdalena,37.343,47.343,1061
Municipio_817,Atlántico,51.393,31.758,534
Municipio_818,Atlántico,38.231,52.613,667
Municipio_819,Cesar,67.521,32.474,277
Municipio_820,Cesar,31.25,21.617,594
Municipio_821,Magdalena,47.345,53.878,200
Municipio_822,La Guajira,32.566,55.357,1007
Municipio_823,Magdalena,34.953,42.643,780
Municipio_824,La Guajira,27.285,45.589,620
Municipio_825,La Guajira,18.333,77.882,966
Municipio_826,La Guajira,28.145,20,644
Municipio_827,Magdalena,60.498,38.17,690
Municipio_828,Cesar,33.936,61.048,360
Municipio_829,Atlántico,30.598,68.808,1098
Municipio_830,La Guajira,29.398,53.016,513
Municipio_831,Cesar,58.274,17.693,659
Municipio_832,Atlántico,31.681,51.885,225
Municipio_833,Magdalena,43.816,57.636,1066
Municipio_834,La Guajira,37.628,65.707,335
Municipio_835,Cesar,40.107,32.124,403
Municipio_836,La Guajira,45.966,64.804,674
Municipio_837,Atlántico,56.387,60.978,687
Municipio_838,La Guajira,26.771,54.401,267
Municipio_839,Magdalena,44.812,60.163,1001
Municipio_840,Cesar,34.091,85.302,354
Municipio_841,Magdalena,43.429,58.95,1034
Municipio_842,Cesar,40.95,95,495
Municipio_843,Cesar,37.111,45.667,801
Municipio_844,Magdalena,27.294,45.88,728
Municipio_845,Magdalena,57.129,76,627
Municipio_846,La Guajira,36.07,60.727,771
Municipio_847,Cesar,46.84,58.004,869
Municipio_848,Magdalena,30.282,32.741,666
Municipio_849,La Guajira,45.373,52.536,922
Municipio_850,Atlántico,41.581,54.858,413
Municipio_851,Atlántico,41.217,68.305,230
Municipio_852,Atlántico,39.376,58.462,297
Municipio_853,La Guajira,36.573,40.151,550
Municipio_854,Atlántico,58.478,51.588,710
Municipio_855,Cesar,55.347,21.287,463
Municipio_856,Cesar,46.125,68.277,365
Municipio_857,Magdalena,45.56,56.501,605
Municipio_858,Cesar,21.802,52.749,568
Municipio_859,Magdalena,38.341,59.441,290
Municipio_860,Atlántico,36.922,66.574,50
Municipio_861,Atlántico,38.063,42.707,138
Municipio_862,Cesar,42.568,51.459,963
Municipio_863,La Guajira,41.111,45.583,661
Municipio_864,Cesar,26.013,65.59,969
Municipio_865,Magdalena,43.167,74.495,1347
Municipio_866,Atlántico,34.505,37.779,413
Municipio_867,La Guajira,13.475,70.42,1057
Municipio_868,Atlántico,37.212,44.556,475
Municipio_869,Cesar,35.015,74.176,1304
Municipio_870,Atlántico,70,61.374,548
Municipio_871,Magdalena,48.021,60.602,131
Municipio_872,La Guajira,35.162,70.743,910
Municipio_873,La Guajira,22.586,50.698,828
Municipio_874,La Guajira,33.454,38.26,451
Municipio_875,Atlántico,40.069,83.786,888
Municipio_876,Magdalena,51.364,44.448,433
Municipio_877,Magdalena,30.959,56.713,222
Municipio_878,Cesar,58.44,37.357,496
Municipio_879,Atlántico,30.426,64.827,472
Municipio_880,Cesar,37.11,43.229,372
Municipio_881,Magdalena,26.259,61.977,134
Municipio_882,Atlántico,47.834,25.984,85
Municipio_883,Magdalena,44.057,43.082,772
Municipio_884,Magdalena,47.173,18.387,201
Municipio_885,Magdalena,40.233,46.93,469
Municipio_886,Cesar,44.182,40.737,341
Municipio_887,Atlántico,39.124,81.798,724
Municipio_888,La Guajira,41.103,60.608,732
Municipio_889,Atlántico,20.622,95,404
Municipio_890,Atlántico,43.048,57.756,760
Municipio_891,Cesar,52.511,67.41,443
Municipio_892,Atlántico,31.786,64.284,659
Municipio_893,Cesar,44.906,51.803,991
Municipio_894,La Guajira,21.662,32.267,427
Municipio_895,Atlántico,26.168,68.021,441
Municipio_896,Magdalena,31.523,61.859,414
Municipio_897,Cesar,21.968,90.635,1004
Municipio_898,Cesar,38.821,62.938,128
Municipio_899,Atlántico,51.782,45.613,787
Municipio_900,Atlántico,38.138,51.364,314
Municipio_901,Atlántico,43.436,31.038,283
Municipio_902,Atlántico,23.039,95,848
Municipio_903,Cesar,37.84,95,941
Municipio_904,Atlántico,30.857,73.256,551
Municipio_905,Cesar,53.451,39.893,512
Municipio_906,La Guajira,29.812,54.114,717
Municipio_907,Atlántico,39.31,20,273
Municipio_908,Cesar,66.7,35.683,333
Municipio_909,Atlántico,32.985,65.029,50
Municipio_910,Magdalena,53.206,44.297,896
Municipio_911,La Guajira,33.96,66.107,1292
Municipio_912,Magdalena,29.928,69.419,303
Municipio_913,La Guajira,47.474,42.369,797
Municipio_914,Magdalena,47.539,65.756,640
Municipio_915,Cesar,57.935,28.15,364
Municipio_916,Cesar,25.188,95,283
Municipio_917,Atlántico,34.097,72.112,289
Municipio_918,La Guajira,33.555,60.021,482
Municipio_919,Cesar,40.766,75.432,902
Municipio_920,La Guajira,26.798,31.11,719
Municipio_921,Cesar,45.913,57.421,376
Municipio_922,Atlántico,70,31.205,524
Municipio_923,Atlántico,18.988,81.887,625
Municipio_924,Atlántico,45.024,63.95,996
Municipio_925,La Guajira,24.891,35.152,639
Municipio_926,La Guajira,28.42,54.75,570
Municipio_927,Atlántico,30.604,25.086,368
Municipio_928,Magdalena,36.737,52.489,571
Municipio_929,Atlántico,52.884,63.158,344
Municipio_930,La Guajira,40.675,58.177,562
Municipio_931,La Guajira,33.029,53.968,311
Municipio_932,Magdalena,22.461,65.035,276
Municipio_933,La Guajira,20.759,30.942,149
Municipio_934,La Guajira,31.819,63.411,969
Municipio_935,Atlántico,10,53.918,1014
Municipio_936,Cesar,22.098,74.168,547
Municipio_937,Cesar,32.484,38.465,443
Municipio_938,Atlántico,44.575,74.87,949
Municipio_939,Atlántico,44.581,50.147,721
Municipio_940,Cesar,49.477,40.492,835
Municipio_941,Cesar,45.864,41.378,281
Municipio_942,Atlántico,47.178,50.504,795
Municipio_943,Atlántico,51.262,37.395,315
Municipio_944,La Guajira,41.493,87.344,1036
Municipio_945,Magdalena,40.239,30.203,432
Municipio_946,La Guajira,21.516,53.983,616
Municipio_947,Atlántico,28.426,69.211,481
Municipio_948,Atlántico,44.066,62.395,287
Municipio_949,La Guajira,32.958,57.854,597
Municipio_950,Atlántico,36.949,73.437,228
Municipio_951,La Guajira,40.059,45.119,617
Municipio_952,Atlántico,35.312,64.271,228
Municipio_953,Cesar,37.609,41.933,607
Municipio_954,Atlántico,44.614,88.287,65
Municipio_955,Cesar,51.171,23.969,346
Municipio_956,La Guajira,33.666,54.339,555
Municipio_957,Magdalena,34,64.315,443
Municipio_958,Magdalena,70,44.232,327
Municipio_959,Cesar,30.144,49.355,296
Municipio_960,Magdalena,37.69,62.676,494
Municipio_961,La Guajira,38.281,64.495,952
Municipio_962,Magdalena,33.521,54.007,350
Municipio_963,Atlántico,35.643,71.733,1031
Municipio_964,Cesar,34.79,51.383,563
Municipio_965,La Guajira,23.96,91.073,413
Municipio_966,Cesar,50.218,40.994,443
Municipio_967,Atlántico,40.195,95,802
Municipio_968,La Guajira,43.891,62.231,667
Municipio_969,La Guajira,34.549,35.779,564
Municipio_970,La Guajira,26.149,30.811,399
Municipio_971,Cesar,27.081,51.768,745
Municipio_972,Magdalena,30.44,49.787,800
Municipio_973,Cesar,36.914,28.621,432
Municipio_974,Atlántico,34.25,73.62,871
Municipio_975,Atlántico,59.304,41.043,412
Municipio_976,La Guajira,30.642,31.403,583
Municipio_977,La Guajira,36.175,44.326,903
Municipio_978,Cesar,32.356,51.011,404
Municipio_979,Magdalena,33.842,36.825,201
Municipio_980,La Guajira,46.231,58.681,654
Municipio_981,La Guajira,42.733,64.925,719
Municipio_982,Magdalena,58.817,53.205,854
Municipio_983,Magdalena,37.621,76.683,1313
Municipio_984,Atlántico,20.972,66.979,289
Municipio_985,La Guajira,29.836,53.986,672
Municipio_986,La Guajira,37.418,42.554,790
Municipio_987,La Guajira,39.301,54.728,466
Municipio_988,La Guajira,32.448,70.609,1089
Municipio_989,Cesar,31.673,33.282,536
Municipio_990,Atlántico,47.43,76,343
Municipio_991,Magdalena,53.136,49.665,831
Municipio_992,Cesar,49.897,44.151,691
Municipio_993,Cesar,46.849,38.49,457
Municipio_994,Atlántico,49.344,47.584,437
Municipio_995,La Guajira,31.502,32.331,417
Municipio_996,Magdalena,45.358,31.257,315
Municipio_997,Cesar,49.855,45.096,172
Municipio_998,La Guajira,29.132,68.568,446
Municipio_999,Cesar,56.139,48.489,361
Municipio_1000,Cesar,34.244,61.939,817
Municipio_1001,Atlántico,50.135,56.788,484
Municipio_1002,La Guajira,41.199,95,1045
Municipio_1003,Magdalena,44.16,60.275,669
Municipio_1004,Atlántico,48.9,51.57,110
Municipio_1005,Cesar,38.978,47.29,574
Municipio_1006,Magdalena,32.379,41.675,602
Municipio_1007,Cesar,33.988,52.058,601
Municipio_1008,Cesar,52.355,47.033,444
Municipio_1009,La Guajira,28.94,53.982,574
Municipio_1010,Atlántico,40.078,64.793,1283
Municipio_1011,Magdalena,42.754,41.644,491
Municipio_1012,Cesar,41.805,38.107,270
Municipio_1013,Atlántico,43.096,77.103,1498
Municipio_1014,Cesar,34.722,77.682,1086
Municipio_1015,Cesar,39.724,75.052,118
Municipio_1016,Magdalena,43.306,58.245,582
Municipio_1017,Atlántico,51.376,35.67,543
Municipio_1018,Atlántico,28.251,63.207,1114
Municipio_1019,Atlántico,29.591,46.049,50
Municipio_1020,Atlántico,27.206,57.222,582
Municipio_1021,Cesar,38.957,68.914,595
Municipio_1022,La Guajira,31.714,76.118,919
Municipio_1023,Cesar,54.17,36.848,573
Municipio_1024,Magdalena,58.436,34.463,124
Municipio_1025,Cesar,28.413,81.841,229
Municipio_1026,Magdalena,19.246,66.975,703
Municipio_1027,Atlántico,36.175,78.012,485
Municipio_1028,Magdalena,44.779,48.166,341
Municipio_1029,Magdalena,16.369,73.681,651
Municipio_1030,Cesar,62.05,61.639,450
Municipio_1031,Magdalena,37.39,89.664,148
Municipio_1032,Atlántico,32.252,74.252,893
Municipio_1033,Magdalena,48.808,23.895,578
Municipio_1034,Cesar,48.963,35.997,268
Municipio_1035,Cesar,41.647,31.444,282
Municipio_1036,Cesar,51.838,50.738,812
Municipio_1037,La Guajira,37.523,51.98,603
Municipio_1038,Atlántico,32.837,72.196,312
Municipio_1039,Magdalena,30.79,66.027,618
Municipio_1040,Atlántico,39.86,81.574,472
Municipio_1041,La Guajira,25.107,61.934,157
Municipio_1042,Magdalena,30.075,51.209,545
Municipio_1043,Magdalena,46.359,42.577,825
Municipio_1044,Atlántico,36.134,80.664,1104
Municipio_1045,Cesar,47.413,36.168,559
Municipio_1046,Cesar,46.392,46.248,596
Municipio_1047,La Guajira,27.149,69.168,330
Municipio_1048,Magdalena,47.182,57.894,859
Municipio_1049,Cesar,47.72,26.987,583
Municipio_1050,Atlántico,50.489,68.259,520
Municipio_1051,Cesar,42.767,95,805
Municipio_1052,Magdalena,26.682,57.064,766
Municipio_1053,La Guajira,27.343,65.25,640
Municipio_1054,Magdalena,36.725,81.014,1548
Municipio_1055,Magdalena,47.206,48.755,690
Municipio_1056,Cesar,46.345,34.243,389
Municipio_1057,Atlántico,35.501,64.119,463
Municipio_1058,Magdalena,52.694,42.129,943
Municipio_1059,Cesar,52.652,28.048,408
Municipio_1060,La Guajira,49.065,53.187,870
Municipio_1061,Atlántico,26.494,59.126,218
Municipio_1062,Cesar,46.845,16,114
Municipio_1063,Cesar,55.394,64.76,634
Municipio_1064,La Guajira,24.624,66.389,536
Municipio_1065,Magdalena,56.911,51.191,875
Municipio_1066,Magdalena,54.896,49.813,254
Municipio_1067,Magdalena,40.986,58.501,700
Municipio_1068,Cesar,45.571,58.213,204
Municipio_1069,Cesar,38.164,44.177,774
Municipio_1070,Atlántico,33.405,46.853,688
Municipio_1071,Cesar,49.758,56.499,484
Municipio_1072,La Guajira,25.939,44.991,625
Municipio_1073,La Guajira,42.73,46.66,618
Municipio_1074,La Guajira,43.711,88.258,884
Municipio_1075,Magdalena,14.662,75.044,65
Municipio_1076,Atlántico,39.089,83.252,65
Municipio_1077,Magdalena,48.781,41.643,414
Municipio_1078,Cesar,40.231,76.741,729
Municipio_1079,Atlántico,38.474,60.761,223
Municipio_1080,Magdalena,31.65,68.466,1166
Municipio_1081,Cesar,44.953,58.19,420
Municipio_1082,Magdalena,40.039,59.678,893
Municipio_1083,Cesar,39.996,59.397,668
Municipio_1084,Magdalena,31.914,72.182,928
Municipio_1085,La Guajira,41.917,59.899,605
Municipio_1086,La Guajira,25.384,21.011,602
Municipio_1087,Atlántico,44.154,75.196,907
Municipio_1088,Magdalena,43.783,63.379,170
Municipio_1089,La Guajira,28.106,26.68,548
Municipio_1090,Atlántico,33.028,76.614,680
Municipio_1091,La Guajira,26.65,46.702,363
Municipio_1092,La Guajira,25.339,45.318,745
Municipio_1093,Magdalena,32.534,85.376,737
Municipio_1094,Atlántico,58.852,60.012,181
Municipio_1095,La Guajira,31.734,52.204,416
Municipio_1096,Cesar,38.803,46.175,395
Municipio_1097,Atlántico,29.534,89.377,757
Municipio_1098,Cesar,41.251,20,305
Municipio_1099,Cesar,52.731,19.694,425
Municipio_1100,Magdalena,10,69.315,463
Municipio_1101,Cesar,41.044,73.313,907
Municipio_1102,Atlántico,23.361,67.782,196
Municipio_1103,Atlántico,42.965,69.814,529
Municipio_1104,Cesar,41.543,73.434,989
Municipio_1105,Magdalena,35.747,95,714
Municipio_1106,Magdalena,53.572,49.428,602
Municipio_1107,Atlántico,54.363,52.681,54
Municipio_1108,Magdalena,44.25,95,767
Municipio_1109,Cesar,50.323,60.624,647
Municipio_1110,Magdalena,15.506,26.266,398
Municipio_1111,Cesar,45.708,16,325
Municipio_1112,Magdalena,35.597,45.253,429
Municipio_1113,Atlántico,37.012,41.658,730
Municipio_1114,La Guajira,37.42,89.571,737
Municipio_1115,Atlántico,55.219,36.889,35
Municipio_1116,Cesar,48.57,40.013,1036
Municipio_1117,Cesar,54.85,27.256,336
Municipio_1118,Cesar,29.047,72.254,1343
Municipio_1119,Cesar,56.2,53.114,620
Municipio_1120,La Guajira,30.781,76.71,1083
Municipio_1121,Atlántico,28.871,49.474,861
Municipio_1122,Magdalena,37.647,31.266,666
Municipio_1123,Cesar,33.201,27.135,342
Municipio_1124,Magdalena,22.458,95,836
Municipio_1125,La Guajira,32.27,73.272,1015
Municipio_1126,Cesar,37.936,57.731,602
Municipio_1127,Magdalena,33.453,74.016,358
Municipio_1128,Atlántico,39.905,75.417,454
Municipio_1129,La Guajira,18.867,47.433,933
Municipio_1130,La Guajira,34.922,65.115,212
Municipio_1131,Cesar,43.736,80.528,962
Municipio_1132,La Guajira,32.472,72.022,411
Municipio_1133,Cesar,61.626,32.035,416
Municipio_1134,La Guajira,42.655,81.935,738
Municipio_1135,La Guajira,39.726,64.079,541
Municipio_1136,Cesar,64.384,57.346,500
Municipio_1137,Atlántico,32.055,87.483,918
Municipio_1138,La Guajira,22.868,71.028,790
Municipio_1139,Atlántico,35.159,61.152,271
Municipio_1140,Magdalena,28.921,39.247,150
Municipio_1141,Cesar,24.894,31.771,291
Municipio_1142,Magdalena,26.35,48.756,382
Municipio_1143,Magdalena,23.461,58.408,526
Municipio_1144,Magdalena,25.845,80.639,533
Municipio_1145,Magdalena,20.072,60.483,273
Municipio_1146,Cesar,42.856,64.06,577
Municipio_1147,Magdalena,19.961,78.468,251
Municipio_1148,Magdalena,20.717,84.673,650
Municipio_1149,Atlántico,28.528,51.959,306
Municipio_1150,Atlántico,21.349,33.967,345
Municipio_1151,Magdalena,28.615,48.791,695
Municipio_1152,Cesar,49.189,25.816,262
Municipio_1153,Atlántico,62.267,66.122,409
Municipio_1154,La Guajira,35.874,39.166,295
Municipio_1155,Atlántico,40.427,84.159,515
Municipio_1156,Atlántico,56.224,52.8,517
Municipio_1157,Magdalena,47.003,52.306,566
Municipio_1158,Atlántico,34.483,72.562,1139
Municipio_1159,Cesar,38.983,90.341,779
Municipio_1160,Atlántico,20.811,88.049,1114
Municipio_1161,Magdalena,43.382,46.454,790
Municipio_1162,Atlántico,41.104,34.31,193
Municipio_1163,Magdalena,61.333,30.54,358
Municipio_1164,Magdalena,30.187,77.28,845
Municipio_1165,Atlántico,26.942,76.603,569
Municipio_1166,La Guajira,39.902,38.502,409
Municipio_1167,Cesar,31.997,20,422
Municipio_1168,Atlántico,30.161,67.244,148
Municipio_1169,La Guajira,33.436,56.932,1079
Municipio_1170,Cesar,47.287,58.296,437
Municipio_1171,Cesar,51.589,30.046,323
Municipio_1172,Cesar,27.724,79.657,1140
Municipio_1173,Cesar,34.853,51.502,981
Municipio_1174,Magdalena,46.24,50.522,425
Municipio_1175,La Guajira,32.014,62.814,856
Municipio_1176,Cesar,38.93,53.013,701
Municipio_1177,La Guajira,24.933,63.117,231
Municipio_1178,Magdalena,14.082,75.031,380
Municipio_1179,Atlántico,51.054,47.832,189
Municipio_1180,La Guajira,39.318,30.402,513
Municipio_1181,Magdalena,41.813,48.599,399
Municipio_1182,La Guajira,28.181,42.88,665
Municipio_1183,Atlántico,35.791,89.853,501
Municipio_1184,Atlántico,47.009,58.927,197
Municipio_1185,Atlántico,37.167,37.335,513
Municipio_1186,La Guajira,37.192,60.515,657
Municipio_1187,Cesar,40.498,34.323,216
Municipio_1188,La Guajira,36.603,72.306,372
Municipio_1189,La Guajira,41.43,46.821,727
Municipio_1190,La Guajira,32.445,46.651,519
Municipio_1191,Cesar,37.808,61.286,839
Municipio_1192,Cesar,32.647,20,186
Municipio_1193,La Guajira,33.792,75.169,959
Municipio_1194,La Guajira,46.213,18.027,370
Municipio_1195,Atlántico,43.106,63.662,711
Municipio_1196,Magdalena,48.864,53.037,871
Municipio_1197,Cesar,35.233,74.699,632
Municipio_1198,Cesar,56.418,64.003,952
Municipio_1199,Cesar,14.603,60.05,783
Municipio_1200,Magdalena,31.036,67.589,488
Municipio_1201,Atlántico,43.8,67.34,283
Municipio_1202,La Guajira,27.456,52.068,835
