departamento,tecnologia,produccion_mwh,fecha,mes,año,trimestre,semana,estacion
Magdalena,Solar,973,2024-02-29,2,2024,1,9,Invierno
Cesar,Eólica,1188,2024-02-29,2,2024,1,9,Invierno
La Guajira,Solar,1441,2024-03-01,3,2024,1,9,Primavera
Cesar,Eólica,971,2024-03-01,3,2024,1,9,Primavera
Atlántico,Eólica,2433,2024-03-01,3,2024,1,9,Primavera
Atlántico,Solar,1494,2024-03-01,3,2024,1,9,Primavera
Magdalena,Eólica,941,2024-03-01,3,2024,1,9,Primavera
La Guajira,Solar,2084,2024-03-01,3,2024,1,9,Primavera
Magdalena,Eólica,1099,2024-03-01,3,2024,1,9,Primavera
Cesar,Eólica,1968,2024-03-01,3,2024,1,9,Primavera
Atlántico,Eólica,892,2024-03-01,3,2024,1,9,Primavera
Cesar,Solar,1573,2024-03-01,3,2024,1,9,Primavera
La Guajira,Eólica,2095,2024-03-02,3,2024,1,9,Primavera
Magdalena,Solar,1145,2024-03-02,3,2024,1,9,Primavera
Atlántico,Eólica,1574,2024-03-02,3,2024,1,9,Primavera
Cesar,Eólica,300,2024-03-03,3,2024,1,9,Primavera
Cesar,Eólica,2109,2024-03-03,3,2024,1,9,Primavera
Magdalena,Eólica,1525,2024-03-03,3,2024,1,9,Primavera
La Guajira,Eólica,1807,2024-03-03,3,2024,1,9,Primavera
Magdalena,Eólica,354,2024-03-04,3,2024,1,10,Primavera
Cesar,Solar,1307,2024-03-04,3,2024,1,10,Primavera
Atlántico,Eólica,1651,2024-03-04,3,2024,1,10,Primavera
La Guajira,Solar,534,2024-03-04,3,2024,1,10,Primavera
Cesar,Eólica,1264,2024-03-04,3,2024,1,10,Primavera
Cesar,Solar,1112,2024-03-04,3,2024,1,10,Primavera
Magdalena,Eólica,731,2024-03-05,3,2024,1,10,Primavera
La Guajira,Eólica,1294,2024-03-05,3,2024,1,10,Primavera
Cesar,Solar,783,2024-03-05,3,2024,1,10,Primavera
Cesar,Eólica,1002,2024-03-05,3,2024,1,10,Primavera
Atlántico,Solar,1690,2024-03-05,3,2024,1,10,Primavera
Cesar,Solar,1193,2024-03-06,3,2024,1,10,Primavera
Magdalena,Solar,1874,2024-03-07,3,2024,1,10,Primavera
Magdalena,Solar,2188,2024-03-07,3,2024,1,10,Primavera
Atlántico,Solar,1143,2024-03-07,3,2024,1,10,Primavera
Magdalena,Eólica,1485,2024-03-07,3,2024,1,10,Primavera
Atlántico,Solar,964,2024-03-08,3,2024,1,10,Primavera
La Guajira,Solar,2009,2024-03-08,3,2024,1,10,Primavera
La Guajira,Solar,374,2024-03-08,3,2024,1,10,Primavera
Cesar,Solar,556,2024-03-08,3,2024,1,10,Primavera
Atlántico,Solar,1360,2024-03-08,3,2024,1,10,Primavera
La Guajira,Eólica,2314,2024-03-08,3,2024,1,10,Primavera
Magdalena,Solar,1123,2024-03-08,3,2024,1,10,Primavera
Atlántico,Eólica,1684,2024-03-09,3,2024,1,10,Primavera
Magdalena,Eólica,557,2024-03-09,3,2024,1,10,Primavera
Cesar,Solar,2052,2024-03-09,3,2024,1,10,Primavera
Magdalena,Eólica,788,2024-03-09,3,2024,1,10,Primavera
Magdalena,Eólica,638,2024-03-09,3,2024,1,10,Primavera
La Guajira,Solar,1983,2024-03-09,3,2024,1,10,Primavera
Cesar,Eólica,1518,2024-03-09,3,2024,1,10,Primavera
Magdalena,Eólica,953,2024-03-09,3,2024,1,10,Primavera
Magdalena,Solar,718,2024-03-10,3,2024,1,10,Primavera
La Guajira,Solar,1862,2024-03-10,3,2024,1,10,Primavera
La Guajira,Solar,1891,2024-03-10,3,2024,1,10,Primavera
Cesar,Eólica,838,2024-03-10,3,2024,1,10,Primavera
Magdalena,Eólica,659,2024-03-10,3,2024,1,10,Primavera
Atlántico,Eólica,549,2024-03-11,3,2024,1,11,Primavera
La Guajira,Eólica,1696,2024-03-11,3,2024,1,11,Primavera
Magdalena,Solar,1059,2024-03-11,3,2024,1,11,Primavera
Cesar,Solar,1693,2024-03-12,3,2024,1,11,Primavera
Magdalena,Eólica,662,2024-03-12,3,2024,1,11,Primavera
Atlántico,Eólica,572,2024-03-13,3,2024,1,11,Primavera
Magdalena,Eólica,1470,2024-03-13,3,2024,1,11,Primavera
Atlántico,Eólica,1243,2024-03-13,3,2024,1,11,Primavera
Magdalena,Eólica,1232,2024-03-13,3,2024,1,11,Primavera
Atlántico,Solar,1121,2024-03-13,3,2024,1,11,Primavera
Magdalena,Solar,977,2024-03-13,3,2024,1,11,Primavera
Atlántico,Solar,1360,2024-03-13,3,2024,1,11,Primavera
Magdalena,Eólica,1658,2024-03-13,3,2024,1,11,Primavera
Magdalena,Eólica,314,2024-03-13,3,2024,1,11,Primavera
Atlántico,Eólica,1076,2024-03-13,3,2024,1,11,Primavera
Cesar,Solar,2464,2024-03-14,3,2024,1,11,Primavera
La Guajira,Eólica,1324,2024-03-14,3,2024,1,11,Primavera
Magdalena,Solar,1759,2024-03-14,3,2024,1,11,Primavera
Atlántico,Eólica,967,2024-03-14,3,2024,1,11,Primavera
Atlántico,Solar,100,2024-03-14,3,2024,1,11,Primavera
Atlántico,Eólica,880,2024-03-14,3,2024,1,11,Primavera
Atlántico,Eólica,1842,2024-03-15,3,2024,1,11,Primavera
La Guajira,Eólica,1282,2024-03-15,3,2024,1,11,Primavera
Atlántico,Eólica,1337,2024-03-15,3,2024,1,11,Primavera
Cesar,Solar,100,2024-03-15,3,2024,1,11,Primavera
La Guajira,Solar,2121,2024-03-15,3,2024,1,11,Primavera
Magdalena,Solar,2222,2024-03-15,3,2024,1,11,Primavera
Cesar,Solar,1182,2024-03-15,3,2024,1,11,Primavera
Cesar,Eólica,897,2024-03-15,3,2024,1,11,Primavera
Atlántico,Eólica,1727,2024-03-15,3,2024,1,11,Primavera
La Guajira,Solar,1488,2024-03-16,3,2024,1,11,Primavera
Magdalena,Eólica,1372,2024-03-16,3,2024,1,11,Primavera
Magdalena,Solar,1163,2024-03-16,3,2024,1,11,Primavera
Magdalena,Eólica,1262,2024-03-16,3,2024,1,11,Primavera
La Guajira,Solar,534,2024-03-16,3,2024,1,11,Primavera
Atlántico,Solar,100,2024-03-16,3,2024,1,11,Primavera
La Guajira,Eólica,2738,2024-03-16,3,2024,1,11,Primavera
La Guajira,Solar,857,2024-03-16,3,2024,1,11,Primavera
Magdalena,Eólica,868,2024-03-16,3,2024,1,11,Primavera
La Guajira,Solar,1593,2024-03-16,3,2024,1,11,Primavera
Magdalena,Eólica,875,2024-03-17,3,2024,1,11,Primavera
Cesar,Solar,2467,2024-03-17,3,2024,1,11,Primavera
Atlántico,Eólica,743,2024-03-17,3,2024,1,11,Primavera
Atlántico,Solar,1170,2024-03-17,3,2024,1,11,Primavera
La Guajira,Solar,1872,2024-03-17,3,2024,1,11,Primavera
Cesar,Eólica,828,2024-03-17,3,2024,1,11,Primavera
La Guajira,Solar,1391,2024-03-17,3,2024,1,11,Primavera
La Guajira,Solar,1424,2024-03-17,3,2024,1,11,Primavera
La Guajira,Eólica,1753,2024-03-19,3,2024,1,12,Primavera
Magdalena,Eólica,434,2024-03-19,3,2024,1,12,Primavera
Magdalena,Eólica,507,2024-03-19,3,2024,1,12,Primavera
Magdalena,Eólica,567,2024-03-19,3,2024,1,12,Primavera
Atlántico,Eólica,1327,2024-03-19,3,2024,1,12,Primavera
La Guajira,Solar,1962,2024-03-19,3,2024,1,12,Primavera
Atlántico,Eólica,1277,2024-03-19,3,2024,1,12,Primavera
Atlántico,Eólica,1049,2024-03-19,3,2024,1,12,Primavera
Cesar,Eólica,1558,2024-03-20,3,2024,1,12,Primavera
Atlántico,Eólica,1985,2024-03-20,3,2024,1,12,Primavera
Atlántico,Eólica,997,2024-03-20,3,2024,1,12,Primavera
Atlántico,Solar,1857,2024-03-20,3,2024,1,12,Primavera
Atlántico,Solar,2108,2024-03-20,3,2024,1,12,Primavera
Cesar,Eólica,2513,2024-03-20,3,2024,1,12,Primavera
Atlántico,Eólica,2018,2024-03-21,3,2024,1,12,Primavera
Cesar,Eólica,2502,2024-03-21,3,2024,1,12,Primavera
La Guajira,Solar,1783,2024-03-21,3,2024,1,12,Primavera
Cesar,Solar,939,2024-03-21,3,2024,1,12,Primavera
Magdalena,Solar,1658,2024-03-21,3,2024,1,12,Primavera
Atlántico,Solar,1882,2024-03-21,3,2024,1,12,Primavera
Magdalena,Solar,525,2024-03-21,3,2024,1,12,Primavera
Magdalena,Solar,1492,2024-03-21,3,2024,1,12,Primavera
La Guajira,Solar,1036,2024-03-21,3,2024,1,12,Primavera
Cesar,Solar,1667,2024-03-22,3,2024,1,12,Primavera
Atlántico,Eólica,1879,2024-03-22,3,2024,1,12,Primavera
La Guajira,Eólica,2584,2024-03-22,3,2024,1,12,Primavera
Magdalena,Solar,1874,2024-03-22,3,2024,1,12,Primavera
La Guajira,Solar,2469,2024-03-22,3,2024,1,12,Primavera
La Guajira,Eólica,1447,2024-03-22,3,2024,1,12,Primavera
Cesar,Eólica,558,2024-03-23,3,2024,1,12,Primavera
Atlántico,Solar,1932,2024-03-23,3,2024,1,12,Primavera
Cesar,Eólica,539,2024-03-23,3,2024,1,12,Primavera
Atlántico,Solar,830,2024-03-24,3,2024,1,12,Primavera
La Guajira,Solar,2148,2024-03-24,3,2024,1,12,Primavera
La Guajira,Solar,338,2024-03-24,3,2024,1,12,Primavera
Cesar,Solar,1847,2024-03-24,3,2024,1,12,Primavera
Cesar,Solar,837,2024-03-24,3,2024,1,12,Primavera
Atlántico,Solar,1472,2024-03-24,3,2024,1,12,Primavera
Cesar,Eólica,1840,2024-03-24,3,2024,1,12,Primavera
Atlántico,Solar,100,2024-03-24,3,2024,1,12,Primavera
Atlántico,Solar,2272,2024-03-25,3,2024,1,13,Primavera
Atlántico,Solar,2031,2024-03-25,3,2024,1,13,Primavera
Atlántico,Eólica,1924,2024-03-25,3,2024,1,13,Primavera
Cesar,Solar,589,2024-03-25,3,2024,1,13,Primavera
Atlántico,Eólica,1802,2024-03-25,3,2024,1,13,Primavera
Cesar,Solar,897,2024-03-25,3,2024,1,13,Primavera
Atlántico,Eólica,1129,2024-03-25,3,2024,1,13,Primavera
Atlántico,Eólica,1618,2024-03-25,3,2024,1,13,Primavera
Cesar,Eólica,1793,2024-03-25,3,2024,1,13,Primavera
Magdalena,Eólica,1700,2024-03-25,3,2024,1,13,Primavera
Cesar,Eólica,852,2024-03-26,3,2024,1,13,Primavera
Magdalena,Solar,1606,2024-03-26,3,2024,1,13,Primavera
Cesar,Eólica,452,2024-03-26,3,2024,1,13,Primavera
Magdalena,Eólica,733,2024-03-26,3,2024,1,13,Primavera
Atlántico,Solar,1139,2024-03-27,3,2024,1,13,Primavera
Cesar,Solar,1970,2024-03-27,3,2024,1,13,Primavera
Magdalena,Solar,1214,2024-03-27,3,2024,1,13,Primavera
Magdalena,Eólica,997,2024-03-27,3,2024,1,13,Primavera
Magdalena,Solar,2052,2024-03-27,3,2024,1,13,Primavera
Magdalena,Eólica,943,2024-03-27,3,2024,1,13,Primavera
Magdalena,Solar,1686,2024-03-28,3,2024,1,13,Primavera
Atlántico,Eólica,1124,2024-03-28,3,2024,1,13,Primavera
Cesar,Eólica,1524,2024-03-28,3,2024,1,13,Primavera
La Guajira,Solar,1097,2024-03-29,3,2024,1,13,Primavera
Magdalena,Solar,1153,2024-03-29,3,2024,1,13,Primavera
Magdalena,Solar,1766,2024-03-30,3,2024,1,13,Primavera
Cesar,Solar,100,2024-03-30,3,2024,1,13,Primavera
Atlántico,Solar,1667,2024-03-30,3,2024,1,13,Primavera
Magdalena,Eólica,1209,2024-03-30,3,2024,1,13,Primavera
Cesar,Solar,582,2024-03-30,3,2024,1,13,Primavera
Atlántico,Eólica,1607,2024-03-31,3,2024,1,13,Primavera
Cesar,Eólica,115,2024-03-31,3,2024,1,13,Primavera
Magdalena,Solar,362,2024-03-31,3,2024,1,13,Primavera
Cesar,Solar,980,2024-03-31,3,2024,1,13,Primavera
Atlántico,Eólica,715,2024-03-31,3,2024,1,13,Primavera
Magdalena,Solar,2284,2024-03-31,3,2024,1,13,Primavera
Cesar,Solar,306,2024-04-01,4,2024,2,14,Primavera
Atlántico,Solar,586,2024-04-01,4,2024,2,14,Primavera
Magdalena,Eólica,1050,2024-04-01,4,2024,2,14,Primavera
Atlántico,Eólica,946,2024-04-01,4,2024,2,14,Primavera
Cesar,Solar,2996,2024-04-02,4,2024,2,14,Primavera
Magdalena,Eólica,908,2024-04-02,4,2024,2,14,Primavera
La Guajira,Solar,1215,2024-04-02,4,2024,2,14,Primavera
Magdalena,Eólica,778,2024-04-02,4,2024,2,14,Primavera
Atlántico,Solar,1837,2024-04-02,4,2024,2,14,Primavera
Atlántico,Eólica,858,2024-04-02,4,2024,2,14,Primavera
La Guajira,Eólica,1217,2024-04-03,4,2024,2,14,Primavera
La Guajira,Eólica,1812,2024-04-03,4,2024,2,14,Primavera
La Guajira,Solar,831,2024-04-03,4,2024,2,14,Primavera
Cesar,Eólica,1540,2024-04-03,4,2024,2,14,Primavera
Cesar,Solar,100,2024-04-03,4,2024,2,14,Primavera
Cesar,Solar,2506,2024-04-03,4,2024,2,14,Primavera
La Guajira,Eólica,1494,2024-04-04,4,2024,2,14,Primavera
Magdalena,Solar,1400,2024-04-04,4,2024,2,14,Primavera
Atlántico,Solar,2084,2024-04-04,4,2024,2,14,Primavera
La Guajira,Eólica,1386,2024-04-04,4,2024,2,14,Primavera
La Guajira,Solar,292,2024-04-05,4,2024,2,14,Primavera
Magdalena,Eólica,1057,2024-04-05,4,2024,2,14,Primavera
La Guajira,Eólica,1976,2024-04-05,4,2024,2,14,Primavera
Magdalena,Eólica,759,2024-04-05,4,2024,2,14,Primavera
Atlántico,Solar,1645,2024-04-06,4,2024,2,14,Primavera
La Guajira,Eólica,2246,2024-04-06,4,2024,2,14,Primavera
Magdalena,Eólica,1442,2024-04-06,4,2024,2,14,Primavera
La Guajira,Eólica,766,2024-04-06,4,2024,2,14,Primavera
Cesar,Eólica,1501,2024-04-06,4,2024,2,14,Primavera
Cesar,Solar,1453,2024-04-06,4,2024,2,14,Primavera
Cesar,Solar,842,2024-04-06,4,2024,2,14,Primavera
Atlántico,Solar,1431,2024-04-06,4,2024,2,14,Primavera
Cesar,Solar,1707,2024-04-06,4,2024,2,14,Primavera
Cesar,Eólica,324,2024-04-07,4,2024,2,14,Primavera
Cesar,Solar,1781,2024-04-07,4,2024,2,14,Primavera
La Guajira,Eólica,991,2024-04-07,4,2024,2,14,Primavera
Cesar,Eólica,854,2024-04-07,4,2024,2,14,Primavera
Atlántico,Eólica,931,2024-04-07,4,2024,2,14,Primavera
Atlántico,Solar,1111,2024-04-08,4,2024,2,15,Primavera
Atlántico,Solar,333,2024-04-08,4,2024,2,15,Primavera
Cesar,Solar,990,2024-04-08,4,2024,2,15,Primavera
Magdalena,Solar,1579,2024-04-09,4,2024,2,15,Primavera
Magdalena,Solar,1594,2024-04-09,4,2024,2,15,Primavera
Atlántico,Solar,1755,2024-04-10,4,2024,2,15,Primavera
Magdalena,Eólica,716,2024-04-10,4,2024,2,15,Primavera
La Guajira,Solar,1797,2024-04-10,4,2024,2,15,Primavera
Cesar,Eólica,113,2024-04-10,4,2024,2,15,Primavera
La Guajira,Solar,2146,2024-04-10,4,2024,2,15,Primavera
Cesar,Eólica,100,2024-04-11,4,2024,2,15,Primavera
Cesar,Solar,1145,2024-04-11,4,2024,2,15,Primavera
La Guajira,Eólica,627,2024-04-11,4,2024,2,15,Primavera
La Guajira,Solar,539,2024-04-11,4,2024,2,15,Primavera
La Guajira,Solar,922,2024-04-11,4,2024,2,15,Primavera
La Guajira,Eólica,861,2024-04-11,4,2024,2,15,Primavera
Cesar,Eólica,1379,2024-04-12,4,2024,2,15,Primavera
La Guajira,Solar,1445,2024-04-12,4,2024,2,15,Primavera
Atlántico,Eólica,1326,2024-04-12,4,2024,2,15,Primavera
Cesar,Solar,1333,2024-04-12,4,2024,2,15,Primavera
La Guajira,Solar,1827,2024-04-12,4,2024,2,15,Primavera
Atlántico,Eólica,1605,2024-04-13,4,2024,2,15,Primavera
Cesar,Eólica,1419,2024-04-13,4,2024,2,15,Primavera
Atlántico,Eólica,1153,2024-04-13,4,2024,2,15,Primavera
Atlántico,Solar,1076,2024-04-13,4,2024,2,15,Primavera
La Guajira,Solar,1348,2024-04-14,4,2024,2,15,Primavera
Magdalena,Solar,1306,2024-04-14,4,2024,2,15,Primavera
Cesar,Eólica,355,2024-04-14,4,2024,2,15,Primavera
Magdalena,Eólica,489,2024-04-14,4,2024,2,15,Primavera
Atlántico,Solar,2136,2024-04-15,4,2024,2,16,Primavera
Magdalena,Solar,822,2024-04-15,4,2024,2,16,Primavera
La Guajira,Solar,1125,2024-04-15,4,2024,2,16,Primavera
Magdalena,Solar,1617,2024-04-15,4,2024,2,16,Primavera
La Guajira,Solar,1720,2024-04-16,4,2024,2,16,Primavera
La Guajira,Solar,385,2024-04-16,4,2024,2,16,Primavera
Magdalena,Eólica,687,2024-04-16,4,2024,2,16,Primavera
La Guajira,Solar,1831,2024-04-17,4,2024,2,16,Primavera
Magdalena,Solar,1801,2024-04-17,4,2024,2,16,Primavera
Cesar,Eólica,100,2024-04-17,4,2024,2,16,Primavera
La Guajira,Eólica,1494,2024-04-18,4,2024,2,16,Primavera
Cesar,Eólica,1416,2024-04-18,4,2024,2,16,Primavera
Atlántico,Solar,950,2024-04-18,4,2024,2,16,Primavera
Magdalena,Solar,1652,2024-04-18,4,2024,2,16,Primavera
La Guajira,Eólica,968,2024-04-18,4,2024,2,16,Primavera
Cesar,Eólica,1477,2024-04-18,4,2024,2,16,Primavera
Magdalena,Eólica,815,2024-04-19,4,2024,2,16,Primavera
Atlántico,Solar,1094,2024-04-19,4,2024,2,16,Primavera
La Guajira,Eólica,1520,2024-04-19,4,2024,2,16,Primavera
Atlántico,Solar,1205,2024-04-19,4,2024,2,16,Primavera
Magdalena,Solar,887,2024-04-19,4,2024,2,16,Primavera
Magdalena,Solar,1095,2024-04-19,4,2024,2,16,Primavera
Cesar,Solar,1614,2024-04-19,4,2024,2,16,Primavera
Magdalena,Solar,1343,2024-04-19,4,2024,2,16,Primavera
La Guajira,Solar,453,2024-04-19,4,2024,2,16,Primavera
La Guajira,Eólica,1144,2024-04-20,4,2024,2,16,Primavera
Atlántico,Eólica,1840,2024-04-20,4,2024,2,16,Primavera
La Guajira,Solar,100,2024-04-20,4,2024,2,16,Primavera
Cesar,Solar,547,2024-04-20,4,2024,2,16,Primavera
Cesar,Solar,1487,2024-04-20,4,2024,2,16,Primavera
Atlántico,Solar,2028,2024-04-21,4,2024,2,16,Primavera
La Guajira,Solar,1741,2024-04-21,4,2024,2,16,Primavera
Magdalena,Eólica,1160,2024-04-21,4,2024,2,16,Primavera
La Guajira,Eólica,1458,2024-04-21,4,2024,2,16,Primavera
Cesar,Eólica,334,2024-04-21,4,2024,2,16,Primavera
Cesar,Eólica,751,2024-04-21,4,2024,2,16,Primavera
Magdalena,Solar,1722,2024-04-21,4,2024,2,16,Primavera
La Guajira,Eólica,1494,2024-04-22,4,2024,2,17,Primavera
La Guajira,Solar,431,2024-04-22,4,2024,2,17,Primavera
Magdalena,Solar,1458,2024-04-22,4,2024,2,17,Primavera
Atlántico,Eólica,1735,2024-04-22,4,2024,2,17,Primavera
La Guajira,Solar,1845,2024-04-22,4,2024,2,17,Primavera
La Guajira,Solar,1012,2024-04-22,4,2024,2,17,Primavera
La Guajira,Solar,962,2024-04-23,4,2024,2,17,Primavera
Atlántico,Solar,2201,2024-04-23,4,2024,2,17,Primavera
Magdalena,Solar,1525,2024-04-23,4,2024,2,17,Primavera
Cesar,Solar,1154,2024-04-23,4,2024,2,17,Primavera
La Guajira,Solar,1535,2024-04-23,4,2024,2,17,Primavera
La Guajira,Solar,1590,2024-04-23,4,2024,2,17,Primavera
Atlántico,Eólica,1371,2024-04-24,4,2024,2,17,Primavera
La Guajira,Solar,827,2024-04-24,4,2024,2,17,Primavera
La Guajira,Solar,410,2024-04-24,4,2024,2,17,Primavera
Cesar,Eólica,719,2024-04-24,4,2024,2,17,Primavera
La Guajira,Solar,781,2024-04-24,4,2024,2,17,Primavera
Magdalena,Eólica,753,2024-04-24,4,2024,2,17,Primavera
Magdalena,Eólica,903,2024-04-24,4,2024,2,17,Primavera
Atlántico,Solar,1227,2024-04-24,4,2024,2,17,Primavera
Atlántico,Solar,1023,2024-04-25,4,2024,2,17,Primavera
La Guajira,Solar,1373,2024-04-25,4,2024,2,17,Primavera
Atlántico,Eólica,1177,2024-04-25,4,2024,2,17,Primavera
Magdalena,Eólica,701,2024-04-25,4,2024,2,17,Primavera
La Guajira,Solar,100,2024-04-26,4,2024,2,17,Primavera
Magdalena,Solar,1554,2024-04-26,4,2024,2,17,Primavera
Cesar,Eólica,866,2024-04-26,4,2024,2,17,Primavera
La Guajira,Solar,1608,2024-04-27,4,2024,2,17,Primavera
La Guajira,Eólica,1400,2024-04-27,4,2024,2,17,Primavera
Magdalena,Solar,1526,2024-04-27,4,2024,2,17,Primavera
La Guajira,Solar,1010,2024-04-27,4,2024,2,17,Primavera
Magdalena,Eólica,339,2024-04-28,4,2024,2,17,Primavera
Atlántico,Eólica,864,2024-04-28,4,2024,2,17,Primavera
Cesar,Solar,895,2024-04-28,4,2024,2,17,Primavera
La Guajira,Solar,1108,2024-04-29,4,2024,2,18,Primavera
Cesar,Solar,100,2024-04-29,4,2024,2,18,Primavera
Atlántico,Eólica,1023,2024-04-29,4,2024,2,18,Primavera
Magdalena,Eólica,1042,2024-04-29,4,2024,2,18,Primavera
Atlántico,Eólica,1400,2024-04-29,4,2024,2,18,Primavera
La Guajira,Solar,891,2024-04-30,4,2024,2,18,Primavera
Atlántico,Solar,546,2024-04-30,4,2024,2,18,Primavera
Cesar,Eólica,472,2024-05-01,5,2024,2,18,Primavera
Magdalena,Solar,1577,2024-05-01,5,2024,2,18,Primavera
La Guajira,Eólica,2569,2024-05-01,5,2024,2,18,Primavera
Cesar,Solar,761,2024-05-01,5,2024,2,18,Primavera
La Guajira,Solar,1465,2024-05-01,5,2024,2,18,Primavera
Cesar,Solar,743,2024-05-02,5,2024,2,18,Primavera
Magdalena,Eólica,665,2024-05-02,5,2024,2,18,Primavera
Cesar,Eólica,734,2024-05-03,5,2024,2,18,Primavera
Magdalena,Eólica,830,2024-05-03,5,2024,2,18,Primavera
Cesar,Solar,1346,2024-05-03,5,2024,2,18,Primavera
La Guajira,Eólica,1794,2024-05-03,5,2024,2,18,Primavera
Magdalena,Solar,1427,2024-05-03,5,2024,2,18,Primavera
La Guajira,Eólica,1658,2024-05-03,5,2024,2,18,Primavera
Cesar,Eólica,573,2024-05-04,5,2024,2,18,Primavera
Atlántico,Solar,753,2024-05-04,5,2024,2,18,Primavera
Cesar,Solar,1686,2024-05-04,5,2024,2,18,Primavera
Atlántico,Eólica,1715,2024-05-04,5,2024,2,18,Primavera
La Guajira,Solar,1931,2024-05-04,5,2024,2,18,Primavera
Cesar,Solar,1213,2024-05-04,5,2024,2,18,Primavera
Cesar,Solar,832,2024-05-05,5,2024,2,18,Primavera
Magdalena,Eólica,1513,2024-05-05,5,2024,2,18,Primavera
Magdalena,Eólica,783,2024-05-05,5,2024,2,18,Primavera
Magdalena,Solar,1775,2024-05-05,5,2024,2,18,Primavera
Cesar,Solar,625,2024-05-05,5,2024,2,18,Primavera
Atlántico,Eólica,936,2024-05-06,5,2024,2,19,Primavera
Atlántico,Eólica,830,2024-05-06,5,2024,2,19,Primavera
Atlántico,Solar,1408,2024-05-06,5,2024,2,19,Primavera
La Guajira,Solar,1188,2024-05-06,5,2024,2,19,Primavera
La Guajira,Eólica,933,2024-05-06,5,2024,2,19,Primavera
Magdalena,Solar,1033,2024-05-06,5,2024,2,19,Primavera
Cesar,Eólica,1600,2024-05-06,5,2024,2,19,Primavera
Cesar,Eólica,650,2024-05-06,5,2024,2,19,Primavera
La Guajira,Eólica,1309,2024-05-06,5,2024,2,19,Primavera
Atlántico,Solar,2089,2024-05-06,5,2024,2,19,Primavera
Atlántico,Solar,1294,2024-05-06,5,2024,2,19,Primavera
La Guajira,Solar,602,2024-05-07,5,2024,2,19,Primavera
Atlántico,Eólica,1653,2024-05-07,5,2024,2,19,Primavera
La Guajira,Eólica,1233,2024-05-07,5,2024,2,19,Primavera
Atlántico,Solar,1478,2024-05-07,5,2024,2,19,Primavera
La Guajira,Eólica,1839,2024-05-07,5,2024,2,19,Primavera
Atlántico,Solar,1400,2024-05-07,5,2024,2,19,Primavera
Magdalena,Eólica,1610,2024-05-07,5,2024,2,19,Primavera
La Guajira,Solar,1134,2024-05-07,5,2024,2,19,Primavera
Magdalena,Eólica,778,2024-05-07,5,2024,2,19,Primavera
La Guajira,Solar,2064,2024-05-08,5,2024,2,19,Primavera
La Guajira,Solar,2112,2024-05-08,5,2024,2,19,Primavera
Magdalena,Solar,863,2024-05-08,5,2024,2,19,Primavera
Atlántico,Solar,1563,2024-05-08,5,2024,2,19,Primavera
Cesar,Solar,592,2024-05-09,5,2024,2,19,Primavera
Cesar,Solar,308,2024-05-09,5,2024,2,19,Primavera
Cesar,Eólica,933,2024-05-09,5,2024,2,19,Primavera
La Guajira,Eólica,1384,2024-05-10,5,2024,2,19,Primavera
Atlántico,Eólica,2373,2024-05-10,5,2024,2,19,Primavera
Atlántico,Solar,1769,2024-05-10,5,2024,2,19,Primavera
Cesar,Solar,1482,2024-05-10,5,2024,2,19,Primavera
Cesar,Eólica,2103,2024-05-10,5,2024,2,19,Primavera
Magdalena,Eólica,908,2024-05-10,5,2024,2,19,Primavera
La Guajira,Eólica,633,2024-05-10,5,2024,2,19,Primavera
Cesar,Eólica,1655,2024-05-10,5,2024,2,19,Primavera
Atlántico,Eólica,300,2024-05-10,5,2024,2,19,Primavera
La Guajira,Eólica,1153,2024-05-10,5,2024,2,19,Primavera
Magdalena,Solar,797,2024-05-11,5,2024,2,19,Primavera
Atlántico,Eólica,1858,2024-05-11,5,2024,2,19,Primavera
La Guajira,Solar,1529,2024-05-11,5,2024,2,19,Primavera
Atlántico,Eólica,2167,2024-05-11,5,2024,2,19,Primavera
La Guajira,Solar,1165,2024-05-11,5,2024,2,19,Primavera
Atlántico,Solar,763,2024-05-11,5,2024,2,19,Primavera
La Guajira,Solar,688,2024-05-12,5,2024,2,19,Primavera
Atlántico,Solar,1707,2024-05-12,5,2024,2,19,Primavera
La Guajira,Solar,1957,2024-05-12,5,2024,2,19,Primavera
La Guajira,Solar,865,2024-05-12,5,2024,2,19,Primavera
Magdalena,Eólica,1013,2024-05-12,5,2024,2,19,Primavera
Cesar,Solar,667,2024-05-13,5,2024,2,20,Primavera
Magdalena,Eólica,1187,2024-05-13,5,2024,2,20,Primavera
Magdalena,Solar,1510,2024-05-13,5,2024,2,20,Primavera
Cesar,Eólica,1421,2024-05-14,5,2024,2,20,Primavera
Magdalena,Eólica,702,2024-05-14,5,2024,2,20,Primavera
La Guajira,Eólica,1512,2024-05-14,5,2024,2,20,Primavera
Magdalena,Solar,1217,2024-05-14,5,2024,2,20,Primavera
Magdalena,Eólica,1504,2024-05-14,5,2024,2,20,Primavera
Atlántico,Solar,930,2024-05-14,5,2024,2,20,Primavera
Atlántico,Eólica,1346,2024-05-15,5,2024,2,20,Primavera
La Guajira,Solar,1296,2024-05-15,5,2024,2,20,Primavera
Atlántico,Eólica,1596,2024-05-15,5,2024,2,20,Primavera
Atlántico,Eólica,478,2024-05-15,5,2024,2,20,Primavera
La Guajira,Eólica,677,2024-05-15,5,2024,2,20,Primavera
Cesar,Solar,3128,2024-05-16,5,2024,2,20,Primavera
Magdalena,Eólica,675,2024-05-16,5,2024,2,20,Primavera
